2,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",7217,chirag bansal,Good,0.6098,0.5708540608444017,Computers&Accessories
2,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",4844,Swarnavo Dutta,Good cheap reliable,0.7195,0.5708540608444017,Computers&Accessories
2,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",7646,H Rt khuma,Gud quality mouse,0.4583,0.5708540608444017,Computers&Accessories
2,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",1440,Adarsh,Very comfortable,0.877,0.5708540608444017,Computers&Accessories
2,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",1750,Dixit,Quality + Less Price Makes it Best to buy.,0.6978,0.5708540608444017,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",5327,Chandrashekar SK,Good silent mouse,0.5208,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",4412,Mohammed Ashfaque,Too small to hold!,0.0855,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",843,Arif Hussain,Reviewing after 8 months of with battery backup review,0.0461,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",3688,wiki,Its very small  do take note of that,0.1652,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",7848,A B singh,** Nice product,0.8247,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",2908,dr.parimal ranajan de,Good product,0.892,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",5586,Harsh Mistry,Good Buy for normal use in office,0.632,0.63617928126091,Computers&Accessories
3,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",1920,Naresh,Stylish mouse,0.2044,0.63617928126091,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,3490,RAJIV D.,Good product,0.892,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,6981,Antony Gruz,Affordable,0.3951,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,3671,ajay,Good,0.6098,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,7102,Praveen kumar,Reding speed is only under 22mb/s,0.157,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,1433,Sujoy Paul,Good product 👍,0.938,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,397,Amazon Customer,good,0.663,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,550,Sanjeet Tudu,Good product and value for money,0.9126,0.6749272451531063,Computers&Accessories
4,SanDisk Cruzer Blade 32GB USB Flash Drive,7885,Kartik Pandey,All about it is very good product in suitable price.,0.9624,0.6749272451531063,Computers&Accessories
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",4478,Mahender Singh,Value for Money,0.1628,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",5756,Vinay,A good upgrade from stock cable.,0.893,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",6218,Supratim Banerjee,GOOD CABLE,0.8555,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",3876,Vinod Bhattu,Value for the money,0.1944,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",5299,Amitabha,Great buy,0.9124,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",86,RISHAV RAJ,Overall good,0.9234,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",1169,khushal027,Awesome experience,0.9526,0.551702095165006,Electronics
5,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",7673,Shubham Gupta,Worked as expected,0.627,0.551702095165006,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",4478,Mahender Singh,Value for Money,0.1628,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",5756,Vinay,A good upgrade from stock cable.,0.893,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",6218,Supratim Banerjee,GOOD CABLE,0.8555,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",3876,Vinod Bhattu,Value for the money,0.1944,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",5299,Amitabha,Great buy,0.9124,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",86,RISHAV RAJ,Overall good,0.9234,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",1169,khushal027,Awesome experience,0.9526,0.61140572505508,Electronics
6,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",7673,Shubham Gupta,Worked as expected,0.627,0.61140572505508,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,155,HaRshal Kapote,Good,0.6098,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6534,Chaitanya,Good Quality,0.5855,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6699,Prachi Jha,Amazing,0.7468,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6875,sanjeeth,Wire cost,0.0977,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6145,manish kataria,Quality and performance is excellent.,0.9079,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6121,San Note,Really Impressive,0.9076,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,6608,jereenalex,Good and cheap!,0.8988,0.6232333490734276,Electronics
7,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,4183,Karthik,GOOD ONE,0.684,0.6232333490734276,Electronics
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),1668,Aisha,Value to buy,0.1995,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),3203,Gourav,Best quality,0.6324,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),2765,Riya Halder,Nothing,0.1301,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),4176,Karishma Sharma,It's Good,0.9146,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),5219,Sridhar Rao,Perfect for making toasts,0.8978,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),8085,Sastry A S N,Great product.,0.9468,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),4034,Rahul thakur,Working fine as expected,0.694,0.5349215607464866,Home&Kitchen
8,Bajaj ATX 4 750-Watt Pop-up Toaster (White),5386,mayank singhal,Excellent,0.3516,0.5349215607464866,Home&Kitchen
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),6047,Hayat Ansari,Good product with bad resellers,0.2879,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),5175,Basanti Renu Hembram,Works great,0.9549,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),8053,Darshana Prajapat,Best in Class.,0.7915,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),2190,AMBADAS,Best quality surge protector,0.6186,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),5765,Manjunath,Sturdy and Safe Surge Protector!,0.6687,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),3227,Viswanathan K,Good,0.6098,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),4560,Sheetal,Perfect product.,0.8735,0.6075909880434085,Electronics
9,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),3556,Srinivas,Best quality,0.6324,0.6075909880434085,Electronics
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",5599,Omm....,Very good,0.9519,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",6503,Cyril George,It does what it's supposed to do,0.3135,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",2031,Chandana K,Affordable,0.3951,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",2303,Sujay,Not a original pakage,0.0227,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",1763,Vinay Kumar,Good,0.6098,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",7077,Aditya Sharma,Less speed,0.0882,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",827,PavanKumar,No issues,0.1839,0.5506311580626888,Computers&Accessories
10,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",6182,Mohsin shaikh,Not too much good,0.0129,0.5506311580626888,Computers&Accessories
11,Orpat HHB-100E 250-Watt Hand Blender (White),1545,Boo,Better than I expected!,0.8862,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),5228,Jeevan Kumar,Good,0.6098,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),3925,Shivam Jangra,Good product,0.892,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),3533,Manzoor,Great durability and original products,0.8945,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),3206,Manish,Very Nice !,0.9423,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),3604,Yashwant Panchal,Good product,0.892,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),4717,Santosh Kumar Saini,Good,0.6098,0.5480478975061034,Home&Kitchen
11,Orpat HHB-100E 250-Watt Hand Blender (White),3266,Chandra  S  Sharma,Good product,0.892,0.5480478975061034,Home&Kitchen
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",6183,Azhar JuMan,Works on linux for me. Get the model with antenna.,0.5094,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",504,Anirudh Sood,Does what it say but other brands available at lesser price,0.0515,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",362,Hari Krishnan PS,Easy Handle,0.4096,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",7928,Akash Jindal,Great product,0.9309,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",48,PRADEEP,Perfect working,0.7566,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",7426,Rajesh,Speed is perfect,0.8408,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",3411,Divya Kothari,Great Design,0.8473,0.6265150171554981,Computers&Accessories
12,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",7879,abhijit, Build,0.3033,0.6265150171554981,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",6183,Azhar JuMan,Works on linux for me. Get the model with antenna.,0.5094,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",504,Anirudh Sood,Does what it say but other brands available at lesser price,0.0515,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",362,Hari Krishnan PS,Easy Handle,0.4096,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",7928,Akash Jindal,Great product,0.9309,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",48,PRADEEP,Perfect working,0.7566,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",7426,Rajesh,Speed is perfect,0.8408,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",3411,Divya Kothari,Great Design,0.8473,0.6206356348855735,Computers&Accessories
13,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",7879,abhijit, Build,0.3033,0.6206356348855735,Computers&Accessories
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,8492,Aditya Tapkir,Does the stated purpose,0.0623,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,1973,Veee,Good,0.6098,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,3284,rajesh,Good,0.6098,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,2656,Rayhan Sk,Steam Iron,0.1465,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,1917,akash sahu,Light weight and easy to use iron,0.5974,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,5341,Santhosh,Functional & hard to Use,0.0228,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,2472,Pratik,Overall a good product,0.9388,0.5516818980486271,Home&Kitchen
14,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,7790,Neeraj,Using it for a month. So far it is working well.,0.9561,0.5516818980486271,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),824,Manish Holla,Sufficient for a Family,0.0892,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),3327,SuperPlayer117,Makes superior coffee,0.7962,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),1595,Sudeepmirza,almost par with those brewed in CCD,0.0345,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),647,Amba vasantha lashmi,value for money,0.1928,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),2347,Swati,Nice,0.5795,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),1404,Damaitre,Doesn’t justify the Description,0.0152,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),2349,Amazon Customer,Good for the price,0.6403,0.4654615110529365,Home&Kitchen
15,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),365,Amazon Customer,Unnecessary Buy,0.0189,0.4654615110529365,Home&Kitchen
16,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",608,Ariz Siddique,Amazing Product!,0.9611,0.5704665111169518,Computers&Accessories
16,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",1432,RAMKESH SHARMA,Good product at in this range.,0.9165,0.5704665111169518,Computers&Accessories
16,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",1805,Mang singh,Thik thak photo aa jata hai.,0.106,0.5704665111169518,Computers&Accessories
16,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",2904,Vijay Gharpure,Good product,0.892,0.5704665111169518,Computers&Accessories
16,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",6819,Manish Singh Chouhan,Review,0.1873,0.5704665111169518,Computers&Accessories
