B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,AHG33NYBIPVHA7BABNXDT4NDZBMQ,Meet,As they said in ad worth it,0.3799,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,AFWPPZRH2WVNMVTLFNXMAJCTTVFA,MOHAMMED,A good product,0.9129,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,AG7Y7ZU2S5Y2H7UJX6AFGQSRB7ZQ,Niranjan koyri,Fit for phillips trimmer.,0.1236,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,AHAVRPA7Z3PKTTWVBVUISCKI7RYQ,Tamil selvan,Good,0.6098,0.5621487437279398
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,AHKW7DR7CHI2WL772IRNUK3SOAUA,Puneet S.,Good Product,0.829,0.5621487437279398
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AE6DY6YWTSSE3XNHDXZDGQM2JL2Q,Uday Joglekar,Handy Mouse,0.1923,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AES3UPSNCD37JZLHZ3OIILRLLLCA,Simi Singh,Good quality mouse,0.7858,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AESL7YEFFKTIZRBEDUCMD56K6VQA,Hi,Good one.,0.8919,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AHEV734TKPP6CEJPWIMMHA65SL2A,chirag bansal,Good,0.6098,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AGBLMQ2TLWRDFQ32LGRIVVPYOQVQ,Swarnavo Dutta,Good cheap reliable,0.7195,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AHKUSAJGBXVQQSDC4RCKHF6PFODQ,H Rt khuma,Gud quality mouse,0.4583,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AEPEJSIYSFPXKOXPS2QHZ7P5VCIA,Adarsh,Very comfortable,0.877,0.5708540608444017
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",AEU44FW4XJBDB33N4LYZMVLOUYOA,Dixit,Quality + Less Price Makes it Best to buy.,0.6978,0.5708540608444017
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AGIOL4B6EPMZ63RZQFWZWI33O2EA,Chandrashekar SK,Good silent mouse,0.5208,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AG33OJYQIXPPS7CONXFHC5GEYEQQ,Mohammed Ashfaque,Too small to hold!,0.0855,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AEGA5UJCOTFHN4JW6PDCIHQGYTEA,Arif Hussain,Reviewing after 8 months of with battery backup review,0.0461,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AFQM22ZZXTGUTLGC7WE4BVLEZW7A,wiki,Its very small  do take note of that,0.1652,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AHNW7DHVU2D3PR2CDGHWALCLXWPQ,A B singh,** Nice product,0.8247,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AFEVDY2YG3NENBI47RFAXQ7ZEEBA,dr.parimal ranajan de,Good product,0.892,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AGMFAVIBZTCLSNBIEME5SBNPIQ4A,Harsh Mistry,Good Buy for normal use in office,0.632,0.63617928126091
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",AEWIIDMBKGRGGXGMHUDHSJRSYABQ,Naresh,Stylish mouse,0.2044,0.63617928126091
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AFNMA3FQAONYMREOFLNYF2RV4AOA,RAJIV D.,Good product,0.892,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AHAYDWCGM4QNXWBCRC5LADVNADTQ,Antony Gruz,Affordable,0.3951,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AFQFYAWOQX6T6PE5UVBUEFNBZC5Q,ajay,Good,0.6098,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AHCXVEDVUKHZFJY5GZOVEXXZ5FBQ,Praveen kumar,Reding speed is only under 22mb/s,0.157,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AEPAT7E6LUSVYZ6BFUYULMMKN6HQ,Sujoy Paul,Good product 👍,0.938,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AE7Y6RN5W7UID7VMJJWVAIT55JAQ,Amazon Customer,good,0.663,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AECBZRZ5INBTHZJJIGSQJNEEEUYA,Sanjeet Tudu,Good product and value for money,0.9126,0.6749272451531063
B005FYNT3G,SanDisk Cruzer Blade 32GB USB Flash Drive,AHON2KL4HI3A5EPJ4TZU2MQF5ACA,Kartik Pandey,All about it is very good product in suitable price.,0.9624,0.6749272451531063
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AG44ZU44LAA7BHECDW5VB2ZMEP2A,Mahender Singh,Value for Money,0.1628,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGP33PWKFF63FWCVM7D7LPQHFGLQ,Vinay,A good upgrade from stock cable.,0.893,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGVLBEJH5PAT5HSTWGHSFXU5D5ZA,Supratim Banerjee,GOOD CABLE,0.8555,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AFTC5SKWCK3WMQKPPUNHEUCBJVLA,Vinod Bhattu,Value for the money,0.1944,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGICMMOTS42OFSDTZOVJ4C5P3LEA,Amitabha,Great buy,0.9124,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AE3GIVX24R4R67DU2MXLX24XYCIQ,RISHAV RAJ,Overall good,0.9234,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AEL5WI53X4OUCZBTBH5Z7SNT63YA,khushal027,Awesome experience,0.9526,0.551702095165006
B005LJQMCK,"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AHLCFOXSW7PKG6NWJAYZXJJBHCPQ,Shubham Gupta,Worked as expected,0.627,0.551702095165006
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AG44ZU44LAA7BHECDW5VB2ZMEP2A,Mahender Singh,Value for Money,0.1628,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGP33PWKFF63FWCVM7D7LPQHFGLQ,Vinay,A good upgrade from stock cable.,0.893,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGVLBEJH5PAT5HSTWGHSFXU5D5ZA,Supratim Banerjee,GOOD CABLE,0.8555,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AFTC5SKWCK3WMQKPPUNHEUCBJVLA,Vinod Bhattu,Value for the money,0.1944,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AGICMMOTS42OFSDTZOVJ4C5P3LEA,Amitabha,Great buy,0.9124,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AE3GIVX24R4R67DU2MXLX24XYCIQ,RISHAV RAJ,Overall good,0.9234,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AEL5WI53X4OUCZBTBH5Z7SNT63YA,khushal027,Awesome experience,0.9526,0.61140572505508
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",AHLCFOXSW7PKG6NWJAYZXJJBHCPQ,Shubham Gupta,Worked as expected,0.627,0.61140572505508
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AE4DPKX5AMUCEWM4543JPWAZVA2A,HaRshal Kapote,Good,0.6098,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AH2F6TKL4URXVF2VLVALIU3LA37A,Chaitanya,Good Quality,0.5855,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AH4TRU2DCGNKR6IR7W2RIZ5VGILQ,Prachi Jha,Amazing,0.7468,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AH7JD2XKCXB32VIEPM4ZMZPFOWGQ,sanjeeth,Wire cost,0.0977,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AGUN5Y5M3I3FV5N22KYZUKPU46GA,manish kataria,Quality and performance is excellent.,0.9079,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AGUFGA3PLAEHPSQFXRBSE6LUTOIQ,San Note,Really Impressive,0.9076,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AH3E36EPFQ2YJEZWSCIN3TQKYWLQ,jereenalex,Good and cheap!,0.8988,0.6232333490734276
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,AFXQA7YBNBU7CB6QVQ7MYYUDP3LA,Karthik,GOOD ONE,0.684,0.6232333490734276
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AESRBPLU5VWDLZIS34S4MGRGXOHA,Aisha,Value to buy,0.1995,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AFJBNICX3G744YBO6GHEEUOWA7QA,Gourav,Best quality,0.6324,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AFCSKW7HDNRLBPL55D6772QMQXZQ,Riya Halder,Nothing,0.1301,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AFXO7INXRRNSJ5YMHJQFI57VHBDQ,Karishma Sharma,It's Good,0.9146,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AGHAK7I2KJFR63KWOX7UMMEZTBNA,Sridhar Rao,Perfect for making toasts,0.8978,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AHRKHSP6UU6ZG4D4OGLOFOUGRF6A,Sastry A S N,Great product.,0.9468,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AFVIUQVC7WDM2MHHYV4KPGXSB7VQ,Rahul thakur,Working fine as expected,0.694,0.5349215607464866
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),AGJMTWXAMFKENVFP4AJXVINU37CA,mayank singhal,Excellent,0.3516,0.5349215607464866
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AGT572FSHJL725535LQUNZXHTO2A,Hayat Ansari,Good product with bad resellers,0.2879,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AGGIJ2Y7MC4VSMU572S7NZMHGSTA,Basanti Renu Hembram,Works great,0.9549,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AHQXV74OUKWTTJSEF3A63MBXSCAQ,Darshana Prajapat,Best in Class.,0.7915,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AF2GX6LD7IUTQ5V4S3VZ2LMZMAJQ,AMBADAS,Best quality surge protector,0.6186,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AGPB4U5YAXMJXJV6SGR5TAXFXMBQ,Manjunath,Sturdy and Safe Surge Protector!,0.6687,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AFJO4HYHQHYRKJJNE3ALLGPP4J5Q,Viswanathan K,Good,0.6098,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AG5GIDKTKJL5GQO4WODHFI2ALUSA,Sheetal,Perfect product.,0.8735,0.6075909880434085
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),AFON2UWSBTUCG5QSHZOAMHVI4WSA,Srinivas,Best quality,0.6324,0.6075909880434085
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AGMK2IKWHYVHPTNZZ27BMR4XRPZA,Omm....,Very good,0.9519,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AGZTCSTDWS2RORRSXFGJ4BP6UXXQ,Cyril George,It does what it's supposed to do,0.3135,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AEYDEYJFLGKSXPU2IT7RMFTPMPIA,Chandana K,Affordable,0.3951,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AF3WLQXJTT5YXIF6LDRDNEQSLSWQ,Sujay,Not a original pakage,0.0227,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AEUBKJSXZZYMYVQDEKXDJZR4LNVQ,Vinay Kumar,Good,0.6098,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AHCN72JLX2W43COFJHANHQKBU2EQ,Aditya Sharma,Less speed,0.0882,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AEFZDQSLOAQK43UQQF6SHZUEHDVQ,PavanKumar,No issues,0.1839,0.5506311580626888
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",AGV3GKKLPFN2ILW3XZDNPUMFHNNQ,Mohsin shaikh,Not too much good,0.0129,0.5506311580626888
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AEQX3KIYFY6RCTFIX2J76NVKPF3Q,Boo,Better than I expected!,0.8862,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AGHE2Y6SEZXUO5QR44FVYOZ52B5A,Jeevan Kumar,Good,0.6098,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AFU46CW62ED472TF44RSU3HQ7HQA,Shivam Jangra,Good product,0.892,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AFOCLJYM3NII6TR3FOJVXFTY2SLA,Manzoor,Great durability and original products,0.8945,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AFJDCQHDXSOYUGXT2X3FCUO7K33Q,Manish,Very Nice !,0.9423,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AFPHGWJFEN2UK47F2RDYBL6YUAZA,Yashwant Panchal,Good product,0.892,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AG7O2DWNCAQIAMWYENDUQG3P5FPA,Santosh Kumar Saini,Good,0.6098,0.5480478975061034
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),AFKB6MWYZHS44ZDTVNSMRGBR2CGA,Chandra  S  Sharma,Good product,0.892,0.5480478975061034
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AGV3IEFANZCKECFGUM42MRH5FNOA,Azhar JuMan,Works on linux for me. Get the model with antenna.,0.5094,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AEBO7NWCNXKT4AESAN443HQH35FQ,Anirudh Sood,Does what it say but other brands available at lesser price,0.0515,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AE7GD3VRRYQEAHDR7FXJIR23INYA,Hari Krishnan PS,Easy Handle,0.4096,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,Great product,0.9309,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AE2VXY4CFO36MDSIMPG43XHNF4GA,PRADEEP,Perfect working,0.7566,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Rajesh,Speed is perfect,0.8408,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Divya Kothari,Great Design,0.8473,0.6265150171554981
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",AHOJBIZVVIIFJKRREY4B6ESVA4KA,abhijit, Build,0.3033,0.6265150171554981
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",AGV3IEFANZCKECFGUM42MRH5FNOA,Azhar JuMan,Works on linux for me. Get the model with antenna.,0.5094,0.6206356348855735
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",AEBO7NWCNXKT4AESAN443HQH35FQ,Anirudh Sood,Does what it say but other brands available at lesser price,0.0515,0.6206356348855735
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",AE7GD3VRRYQEAHDR7FXJIR23INYA,Hari Krishnan PS,Easy Handle,0.4096,0.6206356348855735
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",AHPAW24BI5X2GCX5M2LHI72VSJJQ,Akash Jindal,Great product,0.9309,0.6206356348855735
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",AE2VXY4CFO36MDSIMPG43XHNF4GA,PRADEEP,Perfect working,0.7566,0.6206356348855735
